name,cpf,age,data,address,state
Srta. Maria Vitória Pacheco,175.492.360-70,44,1980-04-21,"via de fonseca, 1
esplanada
88656-305 azevedo da prata / to",MATO GROSSO
Srta. Daniela Da Paz,543.198.620-15,25,1999-07-24,"vale sousa, 379
vila rica
29435-747 marques da serra / am",PERNAMBUCO
Luna Almeida,268.793.051-21,56,1968-12-23,"favela de pimenta, 49
urca
37295014 lima / df",MINAS GERAIS
Vitor Nunes,491.278.560-11,45,1980-02-17,"trecho almeida, 843
alípio de melo
66764-898 fogaça de gonçalves / sp",PARANÁ
Pietra Barros,748.590.132-04,18,2006-03-30,"loteamento da conceição, 91
vila jardim leblon
33822118 da rosa das flores / ma",AMAZONAS
Srta. Júlia Garcia,841.025.976-11,34,1990-12-12,"passarela da rocha, 97
conjunto jardim filadélfia
67247-512 jesus de da costa / pi",RORAIMA
Felipe Gonçalves,950.436.172-25,58,1966-07-21,"parque joão guilherme da paz, 9
conjunto califórnia ii
23090635 santos / sp",AMAPÁ
Bruno Pires,045.829.317-23,33,1991-09-12,"lago oliver pacheco, 73
parque são pedro
72335664 leão / sc",MINAS GERAIS
Sophia Novaes,156.240.739-25,21,2003-10-14,"estação joão felipe da luz, 1
ribeiro de abreu
79498-679 vasconcelos de minas / to",ALAGOAS
Vitória Monteiro,068.394.127-50,35,1989-12-13,"avenida de da mota, 3
são bento
87709-813 fogaça / rj",RORAIMA
Yago Vasconcelos,215.673.890-40,43,1981-11-27,"travessa ana vitória dias, 11
vila mangueiras
28553280 abreu / se",PARÁ
Thiago Vasconcelos,238.065.194-98,54,1970-05-08,"estação de cavalcanti, 26
vila jardim leblon
75696-667 cassiano / rj",PIAUÍ
Vitória Pereira,103.657.829-12,21,2003-09-13,"viela daniela pereira, 136
horto
58426-134 nascimento / to",BAHIA
Luara Moreira,691.827.504-67,53,1971-07-12,"vale de aragão, 32
vila sesc
41699703 cirino do norte / mg",SANTA CATARINA
Luan Souza,375.648.902-74,53,1971-05-13,"recanto asafe lopes, 5
vila vista alegre
31350-046 pimenta de da luz / ac",AMAPÁ
Raquel Rezende,432.761.908-69,20,2004-04-06,"condomínio de silva, 5
vila piratininga venda nova
03740-372 da costa / mg",RIO GRANDE DO NORTE
Sara Castro,601.543.798-75,23,2002-02-15,"rodovia noah novaes, 61
cidade jardim taquaril
73752-803 rezende do norte / sp",SÃO PAULO
Dr. Igor Câmara,082.764.539-29,50,1975-02-24,"loteamento carvalho, 71
vila união
42820575 sampaio / al",BAHIA
Arthur Caldeira,328.674.905-29,57,1967-08-02,"loteamento joaquim casa grande
maria tereza
81053008 cavalcanti / go",PERNAMBUCO
Liam Rocha,791.468.502-01,45,1979-03-30,"sítio peixoto, 81
mariquinhas
99589299 câmara / al",RONDÔNIA
Lara Costa,728.395.041-97,59,1965-12-24,"conjunto alana lopes, 24
vila da luz
58324-634 freitas do amparo / mt",MATO GROSSO DO SUL
Pietra Pereira,416.907.835-75,18,2006-09-03,"lagoa carvalho
ipe
44087627 campos de macedo / ce",RIO GRANDE DO NORTE
Lívia Gonçalves,483.052.716-17,51,1973-09-27,"praia da paz, 41
conjunto capitão eduardo
14490-517 andrade / go",MINAS GERAIS
Helena Barros,586.123.079-02,56,1968-05-29,"vale liam souza, 396
senhor dos passos
54352-539 pinto / df",ALAGOAS
Mariane Brito,620.349.517-43,39,1985-07-31,"loteamento de alves, 61
ápia
49790-868 costa de costa / df",PIAUÍ
Dra. Mariane Nunes,872.619.304-31,42,1982-05-29,"campo novaes, 59
vila nova
27540648 souza de goiás / es",DISTRITO FEDERAL
Ana Sophia Casa Grande,074.583.926-65,46,1978-04-14,"recanto de barbosa, 76
mangueiras
50276611 lima / se",SANTA CATARINA
Dra. Lívia Castro,937.640.152-25,20,2004-09-03,"loteamento ana luiza rodrigues, 68
dom bosco
34440-479 nunes / ms",PERNAMBUCO
Enzo Casa Grande,059.326.178-02,23,2002-02-11,"trevo sarah viana, 515
vista alegre
82765-453 pires / sp",SERGIPE
Giovanna Porto,652.390.814-33,40,1984-12-21,"praça de campos, 6
santa rosa
85359-553 fonseca dos dourados / pa",PARANÁ
Sabrina Mendes,947.103.856-10,21,2004-03-03,"loteamento de costela, 77
vila paris
06246-151 alves / to",CEARÁ
Ana Liz Farias,713.052.948-23,26,1998-06-15,"via de aparecida, 79
vila piratininga
47228-729 fogaça / ma",GOIÁS
Mathias Aragão,352.914.760-52,52,1972-05-02,"lagoa barbosa, 8
zilah sposito
57442105 da cunha / to",PARANÁ
Nicole Da Cruz,529.874.103-79,59,1965-08-12,"estação de costela, 78
luxemburgo
94591-388 lima do sul / rn",CEARÁ
Alícia Aragão,942.701.853-41,33,1991-05-07,"vila de freitas, 16
santa rosa
77189933 brito de marques / go",PARAÍBA
Evelyn Das Neves,481.926.307-22,35,1989-04-10,"rodovia cavalcante, 87
madri
79220169 silveira / df",ACRE
Maria Laura Sales,890.725.613-68,59,1965-03-28,"campo sales, 78
conjunto providencia
95843411 cassiano / ap",PARÁ
Larissa Das Neves,417.639.025-52,30,1994-12-20,"sítio luiz fernando guerra, 36
vila inestan
43848-166 porto / pr",GOIÁS
Daniel Correia,683.540.127-35,27,1997-07-03,"área joão da luz, 16
minaslandia
53431248 monteiro / go",RONDÔNIA
Danilo Fogaça,061.983.745-48,20,2004-05-05,"rua caio gonçalves, 562
miramar
88042296 araújo / pr",GOIÁS
Dra. Brenda Silva,123.680.794-40,35,1989-09-07,"avenida maria fernanda carvalho
lindéia
04287796 viana / pb",GOIÁS
Ana Júlia Mendes,476.329.180-78,25,1999-06-04,"fazenda de araújo, 571
vila são paulo
30933-558 casa grande das flores / es",RORAIMA
Gael Rezende,437.825.619-37,42,1982-03-31,"pátio breno azevedo, 1
grajaú
75318816 farias de santos / sc",PARANÁ
Vicente Santos,632.794.015-34,33,1991-03-15,"estação campos, 97
nova pampulha
89729-622 ferreira do norte / ba",RIO DE JANEIRO
Rafaela Gomes,624.930.871-78,26,1998-07-23,"morro de da cunha, 2
são sebastião
41129-438 rodrigues das flores / rj",PARANÁ
Ester Silva,590.837.421-05,26,1998-09-28,"jardim guerra, 29
monte azul
46072878 rodrigues / ap",SANTA CATARINA
Noah Novais,804.267.139-31,60,1964-03-15,"condomínio bárbara gomes, 33
vila paris
86816-444 ribeiro / es",TOCANTINS
Zoe Barros,156.324.087-44,42,1982-04-12,"distrito de cardoso, 28
maria virgínia
25778-429 ramos grande / pb",MARANHÃO
Leonardo Lima,921.386.705-03,56,1968-04-12,"passarela rios, 45
leonina
20909666 andrade / ma",PARANÁ
Dr. Benjamin Abreu,580.796.231-12,28,1996-11-28,"área mendonça
cruzeiro
88855-162 cirino / ba",ALAGOAS
Ana Laura Sousa,740.196.582-85,29,1995-04-29,"avenida caldeira, 8
jardim guanabara
03302-497 das neves / ma",TOCANTINS
João Pimenta,327.560.148-26,60,1964-03-28,"campo sofia cirino, 867
cidade nova
76185665 rios de minas / ms",SANTA CATARINA
Erick Brito,746.029.138-22,55,1970-01-06,"passarela de silveira, 764
piraja
04862080 pimenta / ce",PARÁ
Dra. Lorena Cirino,073.916.285-30,50,1974-07-14,"jardim de nascimento, 66
gameleira
95391007 andrade do sul / pi",RIO GRANDE DO SUL
Larissa Guerra,098.675.412-94,34,1990-06-20,"distrito vieira, 34
são joão
44774-238 casa grande do norte / sp",MINAS GERAIS
Asafe Cunha,584.931.267-64,32,1993-02-20,"morro de freitas, 332
boa união 1ª seção
47698323 costa de ribeiro / pr",PARAÍBA
Thomas Pastor,062.891.435-06,34,1991-03-04,"recanto de vieira, 282
barão homem de melo 3ª seção
63538630 moraes verde / go",AMAZONAS
Sra. Maria Alice Vieira,942.365.870-92,22,2002-05-09,"travessa de santos, 837
primeiro de maio
79931-179 oliveira / ac",MATO GROSSO
Cecília Siqueira,470.912.358-60,59,1966-01-15,"ladeira lunna jesus, 82
petropolis
89921-442 camargo de rodrigues / ms",ESPÍRITO SANTO
Ana Cecília Rios,487.213.569-55,53,1971-07-08,"rua moura
túnel de ibirité
87913880 sampaio / rs",BAHIA
Helena Rezende,871.452.930-05,32,1992-05-10,"campo de vargas, 32
planalto
83332843 camargo / mg",RIO GRANDE DO NORTE
Hellena Melo,826.957.310-86,34,1990-04-02,"travessa léo abreu, 889
pilar
11988494 macedo de minas / mt",MINAS GERAIS
José Rios,490.517.362-07,31,1993-06-07,"vereda joão lucas da rosa, 35
santa terezinha
07317772 da costa dos dourados / sp",ACRE
Melissa Pinto,473.086.251-17,33,1991-04-11,"vereda de macedo, 97
vila bandeirantes
49841742 montenegro paulista / sc",MINAS GERAIS
Samuel Sá,257.396.810-30,48,1977-02-07,"favela da conceição, 686
santa rita de cássia
26146-520 da mota / sp",RIO GRANDE DO SUL
Camila Da Paz,372.068.419-96,33,1992-03-04,"ladeira josé pedro rezende, 346
mangabeiras
22246-242 brito / se",PARAÍBA
Ana Clara Santos,947.065.381-57,34,1990-11-20,"estação rios, 42
anchieta
07771-821 aparecida de lima / es",MATO GROSSO DO SUL
Anthony Da Cruz,598.420.617-01,33,1992-03-11,"praia de peixoto, 12
leonina
32021-711 duarte / rs",CEARÁ
Emilly Da Mata,658.132.097-86,22,2002-12-20,"trevo agatha silva
nova floresta
28974895 lima dos dourados / al",PERNAMBUCO
Maria Luiza Macedo,456.839.021-42,45,1979-04-30,"condomínio de freitas, 18
campo alegre
48255-955 caldeira das pedras / ce",TOCANTINS
Calebe Martins,138.270.695-21,20,2004-09-12,"setor cardoso, 45
jardim atlântico
85174891 novaes de pacheco / ap",PERNAMBUCO
Davi Lucca Ribeiro,908.571.263-77,59,1965-10-15,"feira cirino, 83
buraco quente
93231731 da mata / rn",CEARÁ
Dra. Manuela Pimenta,594.812.670-67,27,1998-01-13,"via campos, 537
conjunto taquaril
83685-710 machado do norte / al",PERNAMBUCO
Dra. Bruna Oliveira,319.280.467-03,26,1998-09-07,"ladeira de silveira, 10
venda nova
84371-582 costela alegre / ms",BAHIA
Sr. Asafe Abreu,801.354.976-39,20,2004-07-09,"estrada de dias, 12
tupi a
30752-226 andrade / se",TOCANTINS
João Pedro Mendes,945.762.310-06,40,1984-08-24,"núcleo fernandes, 5
santa margarida
09316-807 leão do amparo / am",MATO GROSSO
Sr. Breno Andrade,385.470.926-92,18,2006-10-25,"aeroporto ferreira, 4
cidade jardim taquaril
43332825 rodrigues da prata / rr",GOIÁS
Dr. Francisco Siqueira,694.781.502-94,39,1985-12-02,"estação ian silva, 64
novo das industrias
93359-566 santos / rr",PARANÁ
Emanuel Gonçalves,739.581.462-28,21,2003-09-15,"quadra marques, 98
chácara leonina
69821-583 costa do campo / sc",DISTRITO FEDERAL
Enrico Almeida,650.943.728-74,35,1989-11-04,"travessa de gonçalves, 1
santa maria
80886-057 porto / rr",ALAGOAS
Sr. Gael Henrique Santos,402.165.839-42,28,1997-02-22,"aeroporto montenegro, 41
álvaro camargos
13939719 costela / ma",RORAIMA
Raul Peixoto,079.613.254-25,41,1983-10-01,"avenida cavalcante, 64
vila santa rosa
62143-542 ferreira dos dourados / pe",PERNAMBUCO
Sarah Nascimento,169.870.432-13,36,1988-10-31,"vila de vieira
corumbiara
34689334 sampaio da mata / pr",MATO GROSSO
Levi Pastor,065.124.398-05,45,1979-08-05,"loteamento mendonça, 688
são luiz
11287-721 lima / ba",ESPÍRITO SANTO
Maria Vitória Jesus,730.168.452-53,46,1978-08-29,"campo luana cardoso, 537
ouro minas
71269-506 novaes / ms",AMAZONAS
Manuella Campos,819.356.702-12,39,1986-02-07,"morro freitas
urca
50156-310 rodrigues das pedras / ac",GOIÁS
Sophia Da Conceição,197.053.486-93,58,1966-07-07,"fazenda maitê rios
cdi jatoba
82074-934 vasconcelos da serra / ce",AMAPÁ
João Miguel Leão,729.450.618-30,22,2002-07-17,"recanto mendes, 92
união
86284392 moreira / go",PARAÍBA
Benicio Caldeira,462.017.398-31,26,1998-11-03,"viaduto lara martins, 53
vila canto do sabiá
95918-402 da costa / pb",AMAPÁ
Dr. Mathias Da Conceição,160.845.729-01,42,1982-04-16,"fazenda helena moraes, 624
graça
52073-109 porto de goiás / al",AMAPÁ
Sra. Sophie Marques,972.481.506-49,49,1975-07-21,"campo freitas, 96
baleia
63882119 vargas de gonçalves / rn",GOIÁS
Gael Henrique Cavalcanti,036.951.287-12,58,1967-01-25,"sítio lucas andrade, 18
alípio de melo
53149350 silva paulista / df",MATO GROSSO DO SUL
Renan Teixeira,827.349.051-32,29,1995-05-12,"passarela novais
são bernardo
43458956 cavalcante / rr",MARANHÃO
João Pedro Carvalho,806.721.549-94,45,1979-08-23,"lago de nogueira, 23
brasil industrial
73061-040 pastor alegre / go",BAHIA
Mariane Duarte,071.952.438-50,31,1994-02-25,"avenida correia, 939
horto
62345-851 azevedo / pa",GOIÁS
Srta. Sabrina Silveira,168.703.249-13,54,1971-03-10,"viaduto de da mota, 6
vila paris
34952-649 novaes / rn",MATO GROSSO
Eduarda Barbosa,862.940.153-24,35,1989-05-15,"lago da cunha, 81
vila são gabriel
02378-180 carvalho / pr",MATO GROSSO DO SUL
Ana Cecília Souza,756.198.234-82,44,1980-05-09,"jardim theodoro mendes, 54
nova granada
56691820 nogueira de guerra / rs",SANTA CATARINA
Luiz Henrique Novaes,940.627.831-69,47,1977-09-20,"rua barbosa, 6
providencia
43017618 macedo de campos / ac",SERGIPE
Ester Guerra,782.014.953-14,54,1971-01-28,"quadra de souza
universitário
86939-692 siqueira / to",RONDÔNIA
Mirella Costela,719.602.543-16,44,1980-04-16,"travessa de da rosa, 87
barroca
70789-227 melo dos dourados / ro",MATO GROSSO DO SUL
Lucas Almeida,280.315.947-32,22,2002-03-30,"estação ribeiro, 14
são paulo
57669403 borges / pa",RIO GRANDE DO NORTE
Pietro Caldeira,308.271.694-69,57,1967-12-28,"vila emanuella cavalcanti
vila da paz
10203674 fonseca do oeste / ce",SÃO PAULO
Rafael Abreu,956.028.314-60,29,1996-02-20,"distrito de nascimento
penha
08535-081 aragão do sul / mt",ALAGOAS
Maria Clara Cassiano,927.015.346-07,60,1964-09-02,"ladeira de ribeiro, 25
vila madre gertrudes 1ª seção
71092-270 da rocha / rn",RONDÔNIA
Bernardo Lima,735.408.961-39,24,2000-11-16,"pátio andrade, 12
vila satélite
27824-690 da conceição de siqueira / es",AMAPÁ
Gabrielly Fonseca,382.107.654-26,43,1981-08-03,"núcleo de garcia, 706
nova esperança
98921547 sampaio da serra / ma",RIO GRANDE DO SUL
Ana Luiza Da Cruz,812.509.463-60,60,1964-07-05,"distrito maria cecília leão, 50
vila união
79620039 das neves de câmara / rn",RIO GRANDE DO SUL
Isaac Caldeira,032.541.796-25,45,1980-01-09,"vila de cardoso
nova floresta
55269370 caldeira / rr",RIO GRANDE DO SUL
Lucas Da Luz,716.230.584-90,59,1965-04-11,"trecho de gomes, 14
centro
35330411 teixeira / rj",RIO GRANDE DO NORTE
Heloísa Melo,695.841.073-48,51,1973-07-04,"ladeira pedro miguel oliveira, 69
bom jesus
48349943 da luz grande / sc",MATO GROSSO
Julia Pimenta,820.965.134-05,56,1968-09-15,"morro de rocha
teixeira dias
15726979 cavalcanti do campo / sc",MINAS GERAIS
Dr. Enrico Da Mata,058.741.396-48,36,1988-12-31,"conjunto olívia novaes, 14
joão paulo ii
28450841 gomes / ce",RORAIMA
Yan Mendonça,516.273.904-99,24,2000-06-29,"colônia miguel freitas, 53
cabana do pai tomás
20708-044 abreu / pe",MINAS GERAIS
Srta. Joana Cavalcante,563.097.428-92,20,2004-05-26,"trecho de casa grande, 9
distrito industrial do jatoba
38681-728 fogaça de carvalho / pe",MATO GROSSO
Gabriel Carvalho,130.429.678-40,46,1978-06-27,"lagoa valentina sá, 56
graça
88829931 ferreira de rodrigues / rr",RONDÔNIA
Benjamim Pereira,730.598.416-75,41,1983-11-27,"trecho de santos, 55
boa esperança
33356-592 mendonça / pi",GOIÁS
Thales Jesus,354.701.286-44,21,2003-11-24,"feira de carvalho
santa helena
33693625 monteiro do amparo / sc",AMAZONAS
Vicente Pimenta,359.428.071-32,30,1995-01-18,"lagoa heitor câmara, 96
cidade jardim taquaril
01669679 santos alegre / pb",AMAZONAS
Lunna Castro,752.619.483-55,23,2001-06-05,"estrada liz farias, 64
ernesto nascimento
33761820 fogaça paulista / rs",PERNAMBUCO
Aylla Aparecida,846.921.753-46,29,1995-10-02,"viaduto mendes
coração de jesus
13214-068 cunha / sc",TOCANTINS
João Vitor Brito,913.804.576-10,57,1967-10-14,"estrada da luz, 9
pousada santo antonio
61783189 sales / mg",RIO DE JANEIRO
Cauê Monteiro,180.634.957-48,44,1980-05-09,"jardim de ferreira, 19
camargos
87790572 andrade / am",ESPÍRITO SANTO
Sabrina Cavalcanti,185.940.263-15,40,1985-01-10,"lago luísa fonseca, 1
heliopolis
39522-727 campos dos dourados / ma",ACRE
Henrique Melo,015.782.493-41,26,1998-05-02,"rodovia maria fernanda mendes, 40
vila antena montanhês
84954-298 gonçalves / pr",TOCANTINS
Pedro Henrique Garcia,329.417.856-55,48,1976-11-05,"colônia maria luísa silva, 25
união
72860-667 almeida da mata / rj",RIO DE JANEIRO
Ana Luiza Sá,947.581.023-41,59,1966-01-06,"favela cirino, 40
estrela
40512645 pastor dos dourados / ma",PARÁ
Francisco Das Neves,083.769.541-48,24,2000-11-26,"esplanada heloisa gomes
rio branco
45256-766 vargas / mg",RORAIMA
Sarah Casa Grande,149.823.056-33,26,1998-12-09,"campo cecilia lopes, 81
nossa senhora da aparecida
73094-166 pacheco / mt",MARANHÃO
Leonardo Nogueira,028.315.947-23,21,2004-02-09,"ladeira de alves, 75
venda nova
64343604 campos / rn",RIO DE JANEIRO
Maria Laura Borges,496.201.753-52,46,1978-11-03,"colônia ravi lucca cavalcante
pedreira padro lopes
49920-783 siqueira paulista / sp",TOCANTINS
Danilo Da Conceição,041.352.896-06,23,2001-04-03,"vereda da conceição, 65
biquinhas
23971-644 da rocha do amparo / pa",PARANÁ
Sra. Luara Andrade,510.829.734-32,26,1998-10-30,"travessa sampaio, 17
vila inestan
10555030 nunes do galho / se",AMAZONAS
Allana Aragão,685.341.072-62,56,1968-09-18,"viela de gomes, 9
leonina
62823-641 dias de sá / ma",RIO GRANDE DO SUL
Mathias Cirino,820.135.967-40,44,1980-09-30,"viela moreira, 366
santa isabel
41322109 da mata de dias / pb",DISTRITO FEDERAL
Nathan Pimenta,493.875.210-79,46,1978-07-28,"favela de cirino, 15
barroca
98162426 martins da prata / ap",TOCANTINS
Sr. João Miguel Carvalho,415.782.396-64,32,1992-04-02,"trevo garcia
gameleira
83655-539 porto / rr",AMAPÁ
Otto Andrade,015.426.873-90,54,1971-01-25,"viela lopes, 6
vila fumec
80819292 das neves de da paz / rr",MARANHÃO
Dr. Luigi Montenegro,783.951.064-75,32,1992-12-11,"morro barbosa
santa isabel
99345108 brito alegre / am",PARANÁ
Lucas Sales,014.278.539-32,38,1986-04-23,"núcleo de pires, 25
pedreira padro lopes
35578-056 andrade / pi",CEARÁ
Ana Santos,307.529.864-65,39,1985-05-06,"favela kevin castro, 126
prado
70677-491 da cunha do sul / mt",AMAPÁ
Giovanna Garcia,371.584.206-71,59,1965-05-27,"estação cirino, 2
marieta 3ª seção
19658932 silva da serra / rr",SERGIPE
Enzo Pastor,789.032.516-95,51,1973-07-13,"aeroporto de fogaça
xangri-lá
17251-410 pimenta do norte / pb",RORAIMA
Henry Souza,527.631.408-07,20,2004-07-17,"praça thiago andrade, 22
santa cecilia
10179901 correia verde / al",SERGIPE
Heloisa Teixeira,158.926.347-28,53,1971-09-19,"aeroporto de fogaça, 660
vitoria
88452400 silva / go",ESPÍRITO SANTO
Ester Costela,352.618.407-08,18,2006-07-15,"lago brito
vila rica
37658811 monteiro paulista / pr",CEARÁ
João Jesus,496.218.305-24,43,1981-09-27,"esplanada pereira, 30
das industrias i
28500954 casa grande / pe",SERGIPE
Luiza Garcia,932.561.840-06,24,2000-04-08,"fazenda rios
serrano
42173863 lopes / am",RIO GRANDE DO NORTE
Vitor Hugo Mendonça,018.457.632-62,47,1977-03-30,"trecho de abreu, 54
nossa senhora da aparecida
69024-393 viana da prata / ba",RONDÔNIA
Erick Andrade,580.419.726-67,57,1967-11-15,"fazenda sampaio, 710
caetano furquim
82364-643 macedo / sp",MARANHÃO
Srta. Maria Eduarda Camargo,312.580.647-07,18,2006-08-31,"estrada sá, 905
santa inês
42183-967 teixeira / rs",SERGIPE
Ana Clara Azevedo,148.075.926-02,47,1978-01-13,"viaduto de lima, 11
flamengo
38229320 da rocha / pe",SANTA CATARINA
Daniel Garcia,351.648.029-70,26,1998-09-04,"fazenda pereira, 19
minas brasil
11096242 da luz / mg",PARANÁ
Alexandre Araújo,950.623.847-29,60,1965-01-04,"núcleo isabela azevedo, 60
calafate
58956902 pastor paulista / ap",BAHIA
Stephany Gonçalves,872.461.309-69,44,1980-11-16,"passarela maria luiza fonseca, 4
sion
97177-229 da cunha de minas / df",BAHIA
Ana Julia Araújo,435.708.162-90,36,1988-06-27,"distrito de barros, 3
vila são joão batista
98349649 pimenta / ce",PERNAMBUCO
Daniela Pinto,415.983.207-50,23,2002-01-01,"via leão
ouro preto
26861-013 cunha verde / pb",AMAZONAS
João Gabriel Souza,685.371.402-44,50,1974-08-26,"vila de cunha, 89
nova esperança
62069155 azevedo / ba",AMAPÁ
Lorenzo Andrade,541.769.832-64,37,1987-03-23,"favela de melo, 85
luxemburgo
67572660 cassiano / pr",SANTA CATARINA
Ana Julia Câmara,238.641.950-98,31,1993-04-28,"fazenda camargo
maria tereza
73700612 da mata da mata / ce",PARANÁ
Henrique Moreira,635.149.827-91,37,1987-10-03,"conjunto de leão, 93
vila satélite
90304-739 da mota da prata / pi",MATO GROSSO
Otto Barbosa,097.315.264-80,34,1990-05-26,"fazenda silva, 852
conjunto jatoba
06648-941 souza / pb",ACRE
Emilly Cavalcante,642.039.581-05,18,2006-09-30,"passarela emanuelly fonseca
acaba mundo
57119674 da mota da praia / pa",ESPÍRITO SANTO
João Moreira,897.451.362-55,28,1996-11-10,"largo natália da mota, 10
havaí
36013-727 caldeira / rr",PIAUÍ
Srta. Rebeca Cunha,083.247.956-00,59,1965-05-09,"alameda fernanda teixeira, 7
barreiro
15042-876 novais / pb",DISTRITO FEDERAL
Dra. Bruna Guerra,731.402.856-71,54,1970-04-01,"área de aragão, 59
pedreira padro lopes
48495766 montenegro paulista / pi",RIO GRANDE DO SUL
Luan Porto,269.017.354-99,45,1979-06-20,"vila luiz henrique cassiano, 671
itapoa
84525-590 costa / rn",ACRE
Rodrigo Novais,894.015.736-20,45,1979-11-22,"jardim camargo, 99
trevo
41374391 leão da prata / am",MARANHÃO
Sr. Yuri Farias,397.205.648-65,47,1977-05-19,"via heloisa porto, 53
são jorge 1ª seção
44852-735 montenegro do campo / ms",RIO DE JANEIRO
Ravi Lucca Fernandes,985.461.372-00,53,1971-03-21,"viela de campos, 1
novo são lucas
19785297 da cruz / ro",DISTRITO FEDERAL
Eduardo Machado,602.184.379-78,45,1979-04-02,"loteamento carvalho
distrito industrial do jatoba
87579-218 castro / rn",RORAIMA
Alice Leão,370.862.145-07,54,1970-10-10,"alameda costela, 19
santana do cafezal
80414055 gonçalves de minas / go",AMAZONAS
Luiz Fernando Vieira,270.853.469-65,18,2006-12-19,"esplanada freitas, 89
vitoria da conquista
01408341 dias / am",GOIÁS
Anthony Da Paz,965.841.703-57,32,1993-02-04,"vereda de rios, 113
barroca
14130671 da rosa / rn",BAHIA
Sabrina Cassiano,807.143.256-35,20,2004-09-17,"praça brenda souza, 64
europa
91029620 rios / al",RONDÔNIA
Srta. Rafaela Mendes,823.976.154-28,19,2005-12-10,"viela azevedo, 53
vila madre gertrudes 2ª seção
60894-622 pastor dos dourados / ms",PARAÍBA
Bento Abreu,798.041.532-97,35,1989-04-27,"praia albuquerque, 705
santa rita de cássia
26826-360 ramos de castro / sc",BAHIA
Ana Júlia Brito,681.094.325-06,21,2004-02-27,"largo de aparecida, 522
tirol
57005954 silveira / to",ESPÍRITO SANTO
José Lima,791.054.638-66,35,1989-11-02,"setor mateus pimenta, 716
vila coqueiral
59895-283 da costa dos dourados / sp",DISTRITO FEDERAL
Yan Da Conceição,027.841.539-32,22,2002-06-01,"colônia de castro, 916
pantanal
70793304 mendes / pb",MATO GROSSO DO SUL
Ana Clara Sousa,085.243.961-05,24,2000-04-27,"pátio peixoto, 373
pilar
99496-870 silveira / rr",MATO GROSSO DO SUL
Ana Vitória Da Paz,953.186.470-57,19,2005-10-03,"parque theo duarte, 2
acaba mundo
85067911 lima de da rocha / al",MARANHÃO
Ana Luiza Costa,845.170.693-20,27,1997-09-10,"largo luiz fernando da luz, 80
céu azul
63113-580 pires da mata / pa",ACRE
Ana Liz Da Conceição,605.243.981-51,51,1973-06-29,"vila de costela, 28
casa branca
61808290 brito de casa grande / pb",SÃO PAULO
Lucas Carvalho,206.471.839-78,41,1983-12-31,"vila de pastor, 9
vila batik
45712-233 castro grande / to",PERNAMBUCO
Helena Sá,391.728.064-78,41,1983-12-04,"fazenda ravi cavalcanti, 966
prado
74270862 pinto / ms",SÃO PAULO
Benjamin Das Neves,638.109.725-68,48,1976-10-20,"campo marina vieira
oeste
19426504 macedo / rr",SÃO PAULO
Igor Andrade,839.726.450-74,53,1972-03-07,"quadra santos
são cristóvão
44984-429 albuquerque da praia / pa",MINAS GERAIS
Isabella Sá,196.342.507-34,49,1975-07-26,"esplanada de abreu
palmares
04458-355 brito / rj",PERNAMBUCO
Ana Julia Abreu,692.471.385-82,50,1974-07-05,"estrada joana cirino, 46
vila nova cachoeirinha 1ª seção
19700-730 santos / sc",DISTRITO FEDERAL
Sra. Amanda Barros,876.593.201-30,47,1977-12-30,"travessa de cavalcante
estoril
87055278 martins da praia / se",TOCANTINS
Enzo Gabriel Da Cruz,205.169.378-12,41,1983-04-01,"distrito nogueira, 9
são jorge 3ª seção
12094-948 costa / rs",ALAGOAS
Daniel Da Costa,814.253.069-42,57,1967-06-22,"campo lucas gabriel duarte, 72
primeiro de maio
05721-784 santos / df",BAHIA
José Rios,471.865.392-46,28,1996-05-13,"colônia arthur garcia
são vicente
46039390 fogaça / ms",ALAGOAS
Luana Albuquerque,840.976.321-40,39,1985-03-30,"vale arthur aparecida, 67
minas caixa
20033-235 porto / mt",PIAUÍ
Danilo Ferreira,865.340.279-92,40,1984-10-07,"estrada manuela oliveira, 573
nossa senhora da conceição
02276-544 sales / ap",CEARÁ
Bryan Macedo,264.810.379-13,21,2003-10-09,"conjunto rafaela leão, 98
monte azul
21159251 aparecida / pe",ESPÍRITO SANTO
André Macedo,627.508.341-71,48,1976-05-31,"vereda rhavi vieira, 329
conjunto taquaril
85210-663 siqueira / ro",ACRE
Dr. Gabriel Leão,547.301.629-43,27,1997-12-10,"viaduto de novaes, 3
santo antônio
47634-158 macedo da praia / mt",AMAPÁ
Luiz Miguel Abreu,213.046.985-05,49,1976-01-24,"ladeira pacheco
serrano
50266523 ferreira / to",RORAIMA
Theodoro Rocha,435.026.817-08,44,1980-11-22,"condomínio de souza, 19
piratininga
13467608 machado de cavalcante / go",GOIÁS
Yan Alves,045.962.137-80,45,1979-12-27,"passarela viana, 36
confisco
70510567 farias / to",RORAIMA
Bento Cassiano,956.241.380-24,43,1981-12-13,"viaduto jade lopes, 19
beija flor
09052-318 marques verde / ro",DISTRITO FEDERAL
Ana Lívia Alves,468.920.751-85,34,1990-06-28,"jardim de câmara, 40
santa cecilia
81865320 nascimento de da rocha / ms",RIO GRANDE DO NORTE
Cauê Leão,729.015.684-67,43,1982-02-15,"condomínio barbosa
delta
04697-918 moraes / pa",TOCANTINS
